id,title,description,severity,status,created_at,updated_at,resolved_at,affected_services,assignee,category
INC150,Message queue backlog growing,Message queue backlog growing affecting production environment with consistent failures,low,investigating,2026-01-15T05:41:56.376226,,,api-gateway|product-service,platform-team,Monitoring
INC151,Database connection timeout,Database connection timeout affecting production environment,low,resolved,2026-01-17T05:16:56.376226,2026-01-17T15:24:56.376226,2026-01-17T13:05:56.376226,session-service,identity-team,Database
INC152,SSL certificate expiration warning,SSL certificate expiration warning affecting production environment with consistent failures,critical,resolved,2026-01-07T18:42:56.376226,2026-01-08T09:35:56.376226,2026-01-07T19:54:56.376226,reporting-service,devops-team,Security
INC153,Disk space critical on frontend nodes,Disk space critical on frontend nodes affecting production environment,high,open,2026-01-10T21:29:56.376226,,,frontend,observability-team,Storage
INC154,Certificate authority unreachable,Certificate authority unreachable affecting production environment,low,investigating,2026-01-16T11:27:56.376226,,,read-replica|rabbitmq|email-service,payments-team,Security
INC155,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment,high,open,2026-01-16T07:37:56.376226,,,ci-cd|api-gateway|read-replica,infra-team,Security
INC156,Payment service 500 errors,Payment service 500 errors affecting production environment with sporadic failures,low,investigating,2026-01-20T09:28:56.376226,,,cdn|product-service|cache-service,ops-team,Payments
INC157,Message queue backlog growing,Message queue backlog growing affecting production environment with consistent failures,medium,resolved,2026-01-17T14:32:56.376226,2026-01-19T05:19:56.376226,2026-01-17T17:43:56.376226,payment-service|user-service,infra-team,Monitoring
INC158,Network latency to search region,Network latency to search region affecting production environment with intermittent failures,critical,investigating,2026-01-08T21:11:56.376226,,,user-service|session-service,platform-team,Network
INC159,API response latency spike,API response latency spike affecting production environment with intermittent failures,high,investigating,2026-01-15T07:18:56.376226,,,database|cache-service|user-service,observability-team,Network
INC160,Redis cache connection failures,Redis cache connection failures affecting production environment,low,resolved,2026-01-12T02:33:56.376226,2026-01-13T03:00:56.376226,2026-01-12T16:07:56.376226,elasticsearch|oauth-provider,search-team,Cache
INC161,Database replica lag critical,Database replica lag critical affecting production environment with consistent failures,critical,resolved,2026-01-18T21:12:56.376226,2026-01-20T01:17:56.376226,2026-01-19T00:22:56.376226,fulfillment-service|load-balancer,payments-team,Database
INC162,Network latency to session region,Network latency to session region affecting production environment,low,investigating,2026-01-17T03:45:56.376226,,,fulfillment-service|fluentd,search-team,Network
INC163,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment with consistent failures,critical,resolved,2026-01-16T07:43:56.376226,2026-01-18T01:33:56.376226,2026-01-16T17:01:56.376226,api-gateway,observability-team,Infrastructure
INC164,Container registry unavailable,Container registry unavailable affecting production environment,medium,open,2026-01-09T14:09:56.376226,,,user-service|payment-service,api-team,Infrastructure
INC165,Elasticsearch indexing delays,Elasticsearch indexing delays affecting production environment with consistent failures,high,investigating,2026-01-15T20:04:56.376226,,,ci-cd,identity-team,Monitoring
INC166,Message queue backlog growing,Message queue backlog growing affecting production environment,low,resolved,2026-01-09T10:49:56.376226,2026-01-10T13:09:56.376226,2026-01-09T12:22:56.376226,cache-service|email-service|order-service,ops-team,Monitoring
INC167,Kubernetes cluster node failure,Kubernetes cluster node failure affecting production environment,critical,resolved,2026-01-19T03:11:56.376226,2026-01-20T08:24:56.376226,2026-01-19T06:34:56.376226,session-service|fluentd|database,platform-team,Infrastructure
INC168,Memory leak in payment service,Memory leak in payment service affecting production environment with consistent failures,medium,resolved,2026-01-13T21:17:56.376226,2026-01-15T18:11:56.376226,2026-01-13T23:18:56.376226,ci-cd|product-service,api-team,Application
INC169,Network latency to reporting region,Network latency to reporting region affecting production environment,high,open,2026-01-18T17:25:56.376226,,,container-registry|checkout-service|rate-limiter,infra-team,Network
INC170,Disk space critical on email nodes,Disk space critical on email nodes affecting production environment,medium,open,2026-01-10T09:27:56.376226,,,reporting-service|rabbitmq,infra-team,Storage
INC171,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment with sporadic failures,medium,resolved,2026-01-20T20:30:56.376226,2026-01-21T16:55:56.376226,2026-01-21T00:57:56.376226,elasticsearch|database|read-replica,search-team,Application
INC172,Log aggregation pipeline broken,Log aggregation pipeline broken affecting production environment with intermittent failures,medium,investigating,2026-01-16T20:54:56.376226,,,ci-cd|read-replica,infra-team,Monitoring
INC173,SSL certificate expiration warning,SSL certificate expiration warning affecting production environment with sporadic failures,medium,open,2026-01-13T11:24:56.376226,,,load-balancer,api-team,Security
INC174,Disk space critical on payment nodes,Disk space critical on payment nodes affecting production environment,medium,investigating,2026-01-21T16:40:56.376226,,,read-replica|session-service,api-team,Storage
INC175,CDN cache invalidation stuck,CDN cache invalidation stuck affecting production environment,high,open,2026-01-17T04:05:56.376226,,,api-gateway|read-replica|container-registry,payments-team,Cache
INC176,Service mesh configuration error,Service mesh configuration error affecting production environment with intermittent failures,medium,resolved,2026-01-16T18:23:56.376226,2026-01-18T09:44:56.376226,2026-01-17T02:44:56.376226,user-service|load-balancer|kubernetes,ops-team,Infrastructure
INC177,Payment service 500 errors,Payment service 500 errors affecting production environment,high,resolved,2026-01-10T12:52:56.376226,2026-01-12T05:32:56.376226,2026-01-10T16:49:56.376226,database,observability-team,Payments
INC178,Network latency to session region,Network latency to session region affecting production environment with consistent failures,critical,resolved,2026-01-11T08:30:56.376226,2026-01-13T05:33:56.376226,2026-01-11T11:54:56.376226,oauth-provider,search-team,Network
INC179,Load balancer health check failing,Load balancer health check failing affecting production environment,high,resolved,2026-01-09T05:21:56.376226,2026-01-11T03:41:56.376226,2026-01-09T05:58:56.376226,kubernetes|product-service|cdn,payments-team,Infrastructure
INC180,Message queue backlog growing,Message queue backlog growing affecting production environment with intermittent failures,high,open,2026-01-13T21:43:56.376226,,,email-service|payment-service,api-team,Monitoring
INC181,API response latency spike,API response latency spike affecting production environment,critical,resolved,2026-01-21T00:18:56.376226,2026-01-21T22:17:56.376226,2026-01-21T03:52:56.376226,elasticsearch|search-service|notification-service,payments-team,Network
INC182,Load balancer health check failing,Load balancer health check failing affecting production environment with consistent failures,critical,investigating,2026-01-13T10:55:56.376226,,,notification-service,devops-team,Infrastructure
INC183,Message queue backlog growing,Message queue backlog growing affecting production environment,high,investigating,2026-01-16T15:09:56.376226,,,session-service|reporting-service,ops-team,Monitoring
INC184,Memory leak in frontend service,Memory leak in frontend service affecting production environment,high,resolved,2026-01-12T06:49:56.376226,2026-01-12T10:14:56.376226,2026-01-12T12:32:56.376226,rabbitmq,dba-team,Application
INC185,Redis cache connection failures,Redis cache connection failures affecting production environment,high,open,2026-01-13T10:54:56.376226,,,cache-service|load-balancer|fulfillment-service,observability-team,Cache
INC186,Certificate authority unreachable,Certificate authority unreachable affecting production environment,low,investigating,2026-01-12T05:01:56.376226,,,logging-service|payment-service,platform-team,Security
INC187,Certificate authority unreachable,Certificate authority unreachable affecting production environment with sporadic failures,low,open,2026-01-06T23:11:56.376226,,,rate-limiter|database,dba-team,Security
INC188,Rate limiting misconfiguration,Rate limiting misconfiguration affecting production environment,medium,investigating,2026-01-21T13:46:56.376226,,,cdn,devops-team,Application
INC189,Third-party OAuth provider timeout,Third-party OAuth provider timeout affecting production environment with sporadic failures,critical,investigating,2026-01-07T05:47:56.376226,,,order-service|frontend|rabbitmq,security-team,Security
INC190,Database connection timeout,Database connection timeout affecting production environment with consistent failures,medium,resolved,2026-01-07T12:56:56.376226,2026-01-08T00:29:56.376226,2026-01-07T14:41:56.376226,elasticsearch|fulfillment-service|logging-service,search-team,Database
