incident_id,ticket_id,type,resolution,description,source,similarity_score,resolved_by_team
INC112,SNOW118,similar_incident,Increased connection pool size from 20 to 84 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.75,ops-team
INC113,SNOW119,similar_incident,Implemented 11 for automatic failover. Configured 64-node cluster with quorum of 8. Tested failover scenarios successfully.,,servicenow,0.83,infra-team
INC113,JIRA-103,related_change,,Heavy batch job scheduled during peak hours,jira,,identity-team
INC114,SNOW120,similar_incident,Fixed 20 timeout by increasing connection timeout to 58s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.84,payments-team
INC115,SNOW121,similar_incident,Increased connection pool size from 8 to 79 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.86,payments-team
INC115,JIRA-104,similar_incident,Increased connection pool size from 7 to 78 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.67,security-team
INC116,SNOW122,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 6 minutes.,,servicenow,0.92,api-team
INC116,JIRA-105,related_change,,Heavy batch job scheduled during peak hours,jira,,devops-team
INC116,SNOW123,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 12 minutes.,,servicenow,0.79,infra-team
INC117,JIRA-106,similar_incident,Fixed 6 timeout by increasing connection timeout to 87s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.83,ops-team
INC117,JIRA-107,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.9,observability-team
INC118,JIRA-108,similar_incident,Restarted 17 pods and cleared corrupted cache layer,,jira,0.89,infra-team
INC118,JIRA-109,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 13 to 38 consumers. Backlog cleared in 5 hours.,,jira,0.72,observability-team
INC118,SNOW124,related_change,,Node capacity upgrade scheduled for maintenance window,servicenow,,payments-team
INC119,SNOW125,similar_incident,Rolled back to previous 16 version to restore functionality,,servicenow,0.79,identity-team
INC119,SNOW126,similar_incident,Scaled up 7 instances from 50 to 2 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 4s to Redisms average.,,servicenow,0.88,devops-team
INC119,SNOW127,related_change,,Payment provider SDK upgrade deployed yesterday,servicenow,,security-team
INC120,JIRA-110,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.83,identity-team
INC120,JIRA-111,related_change,,Deployed new notification-service version with performance improvements,jira,,platform-team
INC121,JIRA-112,similar_incident,Scaled up 14 instances from 69 to 6 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 5s to Redisms average.,,jira,0.92,devops-team
INC122,SNOW128,similar_incident,Fixed 17 timeout by increasing connection timeout to 67s and implementing circuit breaker pattern. Also added health check monitoring.,,servicenow,0.74,platform-team
INC122,SNOW129,similar_incident,Restarted 11 pods and cleared corrupted cache layer,,servicenow,0.68,ops-team
INC123,JIRA-113,similar_incident,Restarted 10 pods and cleared corrupted cache layer,,jira,0.68,dba-team
INC124,SNOW130,similar_incident,Scaled up 11 instances from 63 to 10 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 4s to servicems average.,,servicenow,0.82,dba-team
INC124,JIRA-114,related_change,,Added new notification templates last sprint,jira,,ops-team
INC125,SNOW131,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.73,ops-team
INC125,SNOW132,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.86,dba-team
INC126,JIRA-115,similar_incident,Increased connection pool size from 15 to 59 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.82,dba-team
INC126,JIRA-116,related_change,,Heavy batch job scheduled during peak hours,jira,,platform-team
INC127,JIRA-117,similar_incident,Restarted 6 pods and cleared corrupted cache layer,,jira,0.89,devops-team
INC128,SNOW133,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 5 minutes.,,servicenow,0.71,devops-team
INC129,JIRA-118,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 10 minutes.,,jira,0.82,identity-team
INC129,JIRA-119,similar_incident,Implemented 17 for automatic failover. Configured 49-node cluster with quorum of 3. Tested failover scenarios successfully.,,jira,0.95,api-team
INC129,SNOW134,related_change,,Added backup OAuth provider configuration,servicenow,,identity-team
INC130,JIRA-120,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.95,ops-team
INC130,JIRA-121,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 14 to 99 consumers. Backlog cleared in 2 hours.,,jira,0.91,infra-team
INC131,SNOW135,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.78,devops-team
INC132,JIRA-122,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.95,devops-team
INC132,SNOW136,related_change,,Rate limiting threshold adjustment for new API tier,servicenow,,search-team
INC132,JIRA-123,similar_incident,Scaled up 14 instances from 74 to 9 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 5s to APIms average.,,jira,0.95,ops-team
INC133,JIRA-124,similar_incident,Scaled up 16 instances from 52 to 5 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 5s to databasems average.,,jira,0.77,platform-team
INC134,SNOW137,similar_incident,Increased connection pool size from 19 to 65 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,servicenow,0.87,observability-team
INC135,JIRA-125,similar_incident,Restarted 20 pods and cleared corrupted cache layer,,jira,0.93,search-team
INC135,JIRA-126,similar_incident,Fixed 15 timeout by increasing connection timeout to 96s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.75,devops-team
INC135,SNOW138,related_change,,Heavy batch job scheduled during peak hours,servicenow,,infra-team
INC136,SNOW139,similar_incident,Promoted replica to primary and rebuilt read replica from backup. Verified data consistency using checksums. Recovery completed within RTO of 6 minutes.,,servicenow,0.88,devops-team
INC137,JIRA-127,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.66,infra-team
INC137,SNOW140,similar_incident,Implemented 10 for automatic failover. Configured 73-node cluster with quorum of 7. Tested failover scenarios successfully.,,servicenow,0.94,platform-team
INC138,JIRA-128,similar_incident,Manually purged CDN cache and verified asset propagation,,jira,0.77,security-team
INC138,SNOW141,related_change,,Fluentd configuration update for new log format,servicenow,,payments-team
INC139,JIRA-129,similar_incident,Fixed 12 timeout by increasing connection timeout to 47s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.91,platform-team
INC139,SNOW142,similar_incident,Renewed SSL certificates and updated load balancer configuration,,servicenow,0.95,observability-team
INC139,SNOW143,related_change,,Redis cluster scaling performed last week,servicenow,,devops-team
INC140,JIRA-130,similar_incident,Scaled up 15 instances from 53 to 10 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 3s to databasems average.,,jira,0.93,api-team
INC141,JIRA-131,similar_incident,Fixed 10 timeout by increasing connection timeout to 81s and implementing circuit breaker pattern. Also added health check monitoring.,,jira,0.84,dba-team
INC141,JIRA-132,similar_incident,Rolled back to previous 8 version to restore functionality,,jira,0.81,ops-team
INC142,JIRA-133,similar_incident,Increased connection pool size from 15 to 92 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.71,api-team
INC142,SNOW144,similar_incident,Scaled up 20 instances from 91 to 4 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 1s to servicems average.,,servicenow,0.91,identity-team
INC143,SNOW145,similar_incident,Implemented 6 for automatic failover. Configured 41-node cluster with quorum of 7. Tested failover scenarios successfully.,,servicenow,0.68,payments-team
INC143,JIRA-134,related_change,,Deployed new search-service version with performance improvements,jira,,devops-team
INC144,SNOW146,similar_incident,Scaled up 11 instances from 52 to 7 pods and optimized query performance by adding database indexes on frequently queried columns. Response times improved from 5s to servicems average.,,servicenow,0.8,api-team
INC144,SNOW147,similar_incident,Scaled consumer instances and processed backlog within SLA. Increased from 19 to 70 consumers. Backlog cleared in 2 hours.,,servicenow,0.95,infra-team
INC145,SNOW148,similar_incident,Implemented 7 for automatic failover. Configured 34-node cluster with quorum of 7. Tested failover scenarios successfully.,,servicenow,0.84,payments-team
INC146,JIRA-135,similar_incident,Renewed SSL certificates and updated load balancer configuration,,jira,0.67,devops-team
INC147,SNOW149,similar_incident,Restarted 5 pods and cleared corrupted cache layer,,servicenow,0.81,security-team
INC147,JIRA-136,related_change,,Payment provider SDK upgrade deployed yesterday,jira,,platform-team
INC147,SNOW150,related_change,,CDN configuration update for cache TTL,servicenow,,ops-team
INC148,JIRA-137,similar_incident,Increased connection pool size from 15 to 94 connections and added exponential backoff retry logic with max 3 attempts. Monitored for 24 hours and confirmed resolution.,,jira,0.74,observability-team
